	Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.granularity	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.elmo.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.type	dataset_reader.use_subtrees	embedding	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.aggregations	model.encoder.architecture.bidirectional	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.num_layers	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.elmo.do_layer_norm	model.input_embedder.token_embedders.elmo.dropout	model.input_embedder.token_embedders.elmo.options_file	model.input_embedder.token_embedders.elmo.requires_grad	model.input_embedder.token_embedders.elmo.type	model.input_embedder.token_embedders.elmo.weight_file	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	test_data_path	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.granularity	validation_dataset_reader.lazy	validation_dataset_reader.token_indexers.elmo.type	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.type	validation_dataset_reader.use_subtrees	validation_loss	vocabulary.max_vocab_size
40	40	10	0.8681192660550459	0.33072986134461	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	19	False	64	basic	0.2	['attention maxpool final_state']	True	248	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4440.956	3745	6111	3511	5045		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	5.265862739204911e-06	adam	10	+accuracy	0.9089114723566208	4440.956	6647.0	19	3745	6111	3511	5045	0.2313137697490231	0	0.8669724770642202	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.3284655426229749	
41	41	0	0.9128440366972476	0.22577678092888426	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	9	False	64	basic	0.3	['final_state maxpool attention meanpool']	True	313	1074	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4441.428	5645	4363	3843	4209		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0010426220520911946	adam	10	+accuracy	0.998431078810454	4441.428	3468.0	9	5645	4363	3843	3959	0.004030126593001576	0	0.8864678899082569	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.6519543485982078	
42	42	17	0.8142201834862385	0.3987073600292206	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	26	False	64	basic	0.2	['maxpool attention meanpool final_state']	True	208	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4385.424	2993	6061	5641	4909		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	2.006862967000373e-06	adam	10	+accuracy	0.8730793368018299	4385.424	8841.0	26	2993	6061	3721	4909	0.3132953971257636	0	0.8142201834862385	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.3979297195162092	
43	43	2	0.8979357798165137	0.2941911082182612	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	11	False	64	basic	0.0	['final_state']	True	418	1074	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4460.304	4923	4725	3765	6667		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0013235375000981973	adam	10	+accuracy	0.9999089013502844	4460.3	4281.0	11	4923	3289	3765	6667	0.00045885942807575507	0	0.8853211009174312	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	1.0286217417035783	
44	44	26	0.8738532110091743	0.34889406710863113	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	35	False	64	basic	0.0	['meanpool attention final_state maxpool']	True	167	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4389.892	6675	6711	3489	6099		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	1.3298498400759281e-05	adam	10	+accuracy	0.9279207239306032	4389.892	11900.0	35	6675	4363	3319	4209	0.18979269028713666	0	0.8738532110091743	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.3488435723951885	
45	45	1	0.8738532110091743	0.33233133277722765	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	10	False	64	basic	0.1	['final_state']	True	95	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4384.896	2993	6061	5641	4909		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.012859880485900442	adam	10	+accuracy	0.9938255359637224	4384.896	3557.0	10	2993	6061	5641	4909	0.015732816638849637	0	0.8486238532110092	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.9301192632743291	
46	46	16	0.8623853211009175	0.34168592946869986	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	25	False	64	basic	0.4	['attention maxpool']	True	432	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4418.968	4497	6061	3723	5803		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	4.6064277772038765e-06	adam	10	+accuracy	0.9003178330667855	4418.968	8535.0	25	4497	2777	3723	4539	0.2489841446724426	0	0.8612385321100917	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.3411887745772089	
47	47	7	0.8967889908256881	0.4401235708168575	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	16	False	64	basic	0.0	['maxpool final_state']	True	308	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4421.772	5645	4363	3843	3959		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.00010994859936495888	adam	10	+accuracy	0.9999190234224752	4421.768	5693.0	16	3745	4363	3511	3959	0.0003936931280731814	0	0.8830275229357798	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.6997592406613486	
48	48	15	0.8658256880733946	0.33846427713121685	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	24	False	64	basic	0.4	['meanpool final_state attention maxpool']	True	181	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4386.316	5357	4725	2921	6667		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	5.301068837966367e-06	adam	10	+accuracy	0.9015122375852784	4386.316	8311.0	24	4923	4725	2921	6667	0.2463421349080733	0	0.8646788990825688	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.3375381593193327	
49	49	8	0.8692660550458715	0.338150292634964	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	17	False	64	basic	0.4	['final_state attention maxpool meanpool']	True	86	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4390.284000000001	4763	6111	4519	5045		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	1.9501584626688625e-05	adam	10	+accuracy	0.9181630463388464	4390.284000000001	5866.0	17	3591	3741	4519	4345	0.20818099413318028	0	0.8658256880733946	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.3344093678253038	
0	0	1	0.8555045871559633	0.3810818557228361	2-class	False	6919		True	single_id	sst_tokens	True	glove	10	False	64	basic	0.3	['meanpool maxpool attention']	True	305	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2754.048	791	989	1755	1287		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0012848714643639606	adam	10	+accuracy	0.9940178553353444	2754.048	553.0	10	791	697	1713	757	0.015832869528124467	0	0.8268348623853211	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	1.0179898674998964	
1	1	9	0.8176605504587156	0.4259409201996667	2-class	False	6919		True	single_id	sst_tokens	True	glove	18	False	64	basic	0.4	['final_state meanpool']	True	475	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2775.664	733	933	1383	901		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	2.7958331927165765e-05	adam	10	+accuracy	0.8889608680689111	2775.664	1304.0	18	653	711	1383	901	0.2678887689042199	0	0.8084862385321101	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	0.4534093737602234	
2	2	1	0.8153669724770642	0.5215981964554105	2-class	False	6919		True	single_id	sst_tokens	True	glove	10	False	64	basic	0.3	['maxpool meanpool attention final_state']	True	129	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2750.42	639	697	1715	757		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.014829596368882106	adam	10	+accuracy	0.9670728991639168	2750.4159999999997	571.0	10	639	649	1715	757	0.09407660081063354	0	0.7786697247706422	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	1.1262631842068265	
3	3	7	0.8532110091743119	0.5793677972895759	2-class	False	6919		True	single_id	sst_tokens	True	glove	16	False	64	basic	0.4	['attention']	True	174	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2752.152	791	989	1755	757		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0005142209255781472	adam	10	+accuracy	0.9910014778225398	2752.152	1030.0	16	639	649	1715	757	0.023276129213325832	0	0.8337155963302753	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	0.9678346344402858	
4	4	0	0.7729357798165137	0.5522634493453162	2-class	False	6919		True	single_id	sst_tokens	True	glove	9	False	64	basic	0.3	['maxpool attention meanpool']	True	271	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2778.236	1293	1077	1115	1557		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.04027733305888035	adam	10	+accuracy	0.7677288094418689	2778.228	772.0	9	1227	629	1115	1557	0.4896335813549825	0	0.6949541284403671	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	0.5960072236401694	
5	5	1	0.8577981651376146	0.3569164286766733	2-class	False	6919		True	single_id	sst_tokens	True	glove	10	False	64	basic	0.0	['maxpool attention meanpool final_state']	True	399	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2758.304	661	1025	1495	813		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0024903002876858525	adam	10	+accuracy	0.9960523918456586	2758.304	577.0	10	661	1025	18	813	0.012006720754805316	0	0.8222477064220184	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	1.009090180907931	
6	6	4	0.7293577981651376	0.5312087919030871	2-class	False	6919		True	single_id	sst_tokens	True	glove	13	False	64	basic	0.3	['meanpool']	True	322	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2764.5359999999996	791	989	1755	1287		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	3.0592499480315064e-06	adam	10	+accuracy	0.7956151183270239	2764.5359999999996	857.0	13	791	989	1755	1287	0.4628620809571422	0	0.7259174311926605	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	0.525039574929646	
7	7	13	0.8004587155963303	0.4274713503462928	2-class	False	6919		True	single_id	sst_tokens	True	glove	22	False	64	basic	0.3	['attention final_state maxpool']	True	317	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2764.4440000000004	903	933	841	901		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	1.845446890729412e-05	adam	10	+accuracy	0.8649715569771443	2764.4440000000004	1448.0	22	733	933	841	901	0.311812886041758	0	0.7935779816513762	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	0.4239362393106733	
8	8	18	0.7419724770642202	0.5044672702039991	2-class	False	6919		True	single_id	sst_tokens	True	glove	27	False	64	basic	0.3	['maxpool attention final_state meanpool']	True	70	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2749.5440000000003	661	1025	1755	1287		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	6.780038974861833e-06	adam	10	+accuracy	0.8111828653561958	2749.54	2111.0	27	661	989	1755	1287	0.4380547303146649	0	0.7408256880733946	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	0.5044282717364175	
9	9	4	0.8520642201834863	0.452636080128806	2-class	False	6919		True	single_id	sst_tokens	True	glove	13	False	64	basic	0.4	['final_state attention']	True	404	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2757.272	1253	1231	823	853		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0003845097272138316	adam	10	+accuracy	0.98675020750248	2757.272	682.0	13	1145	1231	823	853	0.037809595919257616	0	0.8405963302752294	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	0.7841949846063342	
10	10	0	0.6479357798165137	0.7647520325013569	2-class	False	6919		True	single_id	sst_tokens	True	glove	9	False	64	basic	0.2	['meanpool attention final_state']	True	231	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2762.724	1805	1555	1129	775		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.04785088296390506	adam	10	+accuracy	0.6097839949794522	2762.716	619.0	9	1261	1555	1129	775	1.2903750414520965	0	0.5424311926605505	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	1.239868293915476	
11	11	4	0.8440366972477065	0.3888677571501051	2-class	False	6919		True	single_id	sst_tokens	True	glove	13	False	64	basic	0.1	['maxpool meanpool final_state']	True	314	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2767.38	1045	659	1435	713		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.00014374634768245175	adam	10	+accuracy	0.9614450270259328	2767.38	869.0	13	1045	659	10	645	0.09621430623738356	0	0.8337155963302753	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	0.5201388193028313	10000.0
12	12	6	0.8428899082568807	0.4367091719593321	2-class	False	6919		True	single_id	sst_tokens	True	glove	15	False	64	basic	0.2	['maxpool']	True	142	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2751.3320000000003	1805	1555	699	879		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.00014092335635365513	adam	10	+accuracy	0.9623661355952792	2751.3320000000003	941.0	15	1805	1555	699	879	0.1032878466341355	0	0.8314220183486238	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	0.5518301916973931	
13	13	38	0.7052752293577982	0.5677092586244855	2-class	False	6919		True	single_id	sst_tokens	True	glove	47	False	64	basic	0.4	['final_state attention']	True	479	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2754.12	903	1025	1383	901		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	1.089137940454428e-06	adam	10	+accuracy	0.7446808510638298	2754.12	2348.0	47	661	949	883	901	0.5609317566099253	0	0.7052752293577982	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	0.5664568905319486	
14	14	3	0.8440366972477065	0.4904308691620826	2-class	False	6919		True	single_id	sst_tokens	True	glove	12	False	64	basic	0.1	['final_state attention meanpool']	True	294	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2782.0840000000003	1293	1077	1115	1555		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0020277918221064464	adam	10	+accuracy	0.999443286029516	2782.08	975.0	12	1293	1077	1115	1555	0.001799787890862425	0	0.8279816513761468	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	1.6687749666827063	
15	15	8	0.8222477064220184	0.4855128526687622	2-class	False	6919		True	single_id	sst_tokens	True	glove	17	False	64	basic	0.1	['final_state attention meanpool']	True	83	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2749.6240000000003	1805	649	1715	757		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	9.220193502419209e-05	adam	10	+accuracy	0.9422434560803288	2749.6240000000003	1115.0	17	1805	649	829	751	0.1530612518195391	0	0.8142201834862385	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	0.5408941571201596	
16	16	0	0.8520642201834863	0.3818719440272877	2-class	False	6919		True	single_id	sst_tokens	True	glove	9	False	64	basic	0.1	['maxpool meanpool attention']	True	421	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2758.4	1805	1555	699	879		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0021434254258215087	adam	10	+accuracy	0.9907990363787276	2758.4	510.00000000000006	9	1805	1555	699	879	0.024770653299043932	0	0.8176605504587156	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	0.7778495805604118	
17	17	1	0.8451834862385321	0.4150684433323996	2-class	False	6919		True	single_id	sst_tokens	True	glove	10	False	64	basic	0.1	['meanpool final_state attention maxpool']	True	363	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2776.82	1805	1555	1129	775		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.003536427825703685	adam	10	+accuracy	0.9986031540376946	2776.816	716.0	10	1261	1555	1129	0	0.00378438723339926	0	0.8291284403669725	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	1.4777048145021712	
18	18	2	0.838302752293578	0.4576187197651182	2-class	False	6919		True	single_id	sst_tokens	True	glove	11	False	64	basic	0.4	['maxpool final_state']	True	81	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2751.408	1253	1231	687	887		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0022325426362670058	adam	10	+accuracy	0.9970645990647206	2751.4	868.0	11	1253	1231	687	887	0.007613846976997648	0	0.8119266055045872	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	1.1296623583350862	
19	19	5	0.8348623853211009	0.4149175073419297	2-class	False	6919		True	single_id	sst_tokens	True	glove	14	False	64	basic	0.0	['final_state attention meanpool']	True	360	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2787.64	1293	1077	1115	1555		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	6.218913818901195e-05	adam	10	+accuracy	0.9416057655323198	2787.64	1124.0	14	1293	1077	1115	1555	0.15497512695466414	0	0.8153669724770642	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False		True	single_id	sst_tokens	False	0.5052389566387449	
